"","wordsum","wrkstat","age","pres08","authoritarianism","income","con_govt","conarmy","degree"
"1725",NA,"WORKING FULL TIME",33,"McCain",1,80373.6483228298,3,"A GREAT DEAL","Bachelor deg"
"1726",6,"WORKING FULL TIME",44,NA,0,120938.94718607,1,"HARDLY ANY","Bachelor deg"
"1727",NA,NA,48,"McCain",6,118293.268075902,2,"ONLY SOME","Bachelor deg"
"1728",NA,"WORKING PART TIME",32,"McCain",NA,82217.3678785044,NA,NA,"Junior Coll"
"1729",NA,"KEEPING HOUSE",39,"Obama",0,82344.9933464051,4,"A GREAT DEAL","Graduate deg"
"1730",7,"WORKING FULL TIME",39,"Obama",2,119654.946561066,1,"ONLY SOME","Bachelor deg"
"1731",7,"KEEPING HOUSE",54,"McCain",NA,119580.796123149,NA,NA,"Graduate deg"
"1732",NA,"RETIRED",71,"Obama",0,122072.375272579,2,"ONLY SOME","Bachelor deg"
"1733",7,"WORKING FULL TIME",35,"Obama",NA,82626.7844084568,NA,NA,"HS"
"1734",6,"WORKING FULL TIME",38,"McCain",NA,81172.4660130761,NA,NA,"HS"
"1735",3,"WORKING FULL TIME",52,NA,2,13220.9098636524,2,"A GREAT DEAL","HS"
"1736",5,"WORKING PART TIME",73,NA,NA,49996.7556786468,NA,NA,"<HS"
"1737",6,"RETIRED",75,"McCain",6,26511.8207859397,1,"A GREAT DEAL","HS"
"1738",NA,"RETIRED",89,"McCain",4,13143.3593936417,3,"ONLY SOME","HS"
"1739",6,"WORKING FULL TIME",46,NA,NA,74997.484969394,NA,NA,"HS"
"1740",6,"TEMP NOT WORKING",37,"McCain",5,NA,2,"A GREAT DEAL","HS"
"1741",5,"KEEPING HOUSE",84,"McCain",NA,15831.0490767675,NA,NA,"HS"
"1742",2,"KEEPING HOUSE",55,"McCain",NA,NA,NA,NA,"<HS"
"1743",NA,"RETIRED",73,"McCain",6,32221.9379834726,1,"A GREAT DEAL","HS"
"1744",6,"WORKING FULL TIME",41,NA,NA,49993.7719934878,NA,NA,"HS"
"1745",NA,"UNEMPLOYED, LAID OFF",51,NA,5,11501.7557881218,2,"A GREAT DEAL","HS"
"1746",2,"RETIRED",65,"McCain",NA,23638.9533456791,NA,NA,"HS"
"1747",5,NA,58,NA,NA,11195.8831585457,NA,NA,"HS"
"1748",3,"RETIRED",71,NA,5,23787.62703235,2,"A GREAT DEAL","HS"
"1749",NA,"WORKING FULL TIME",32,NA,2,28882.3139471478,2,"HARDLY ANY","HS"
"1750",5,"WORKING FULL TIME",43,"Obama",NA,49996.9143372589,NA,NA,"HS"
"1751",NA,"KEEPING HOUSE",28,NA,4,582.371971976394,4,"A GREAT DEAL","<HS"
"1752",7,"WORKING FULL TIME",46,NA,1,16634.5153111176,3,"A GREAT DEAL","HS"
"1753",NA,"WORKING FULL TIME",49,NA,5,NA,3,"HARDLY ANY","<HS"
"1754",4,"WORKING PART TIME",75,"Obama",NA,54671.1012789092,NA,NA,"HS"
"1755",5,"WORKING FULL TIME",54,"Obama",NA,23579.5129499928,NA,NA,"HS"
"1756",NA,"WORKING PART TIME",52,"Obama",3,2407.44643828122,4,"A GREAT DEAL","<HS"
"1757",6,"WORKING PART TIME",21,NA,0,38064.4769098061,3,"A GREAT DEAL","HS"
"1758",7,"WORKING FULL TIME",32,NA,5,19316.394694616,4,"ONLY SOME","Graduate deg"
"1759",NA,"WORKING FULL TIME",36,"McCain",5,37595.1698579988,1,"A GREAT DEAL","HS"
"1760",7,"KEEPING HOUSE",80,"McCain",1,20565.391470427,1,"A GREAT DEAL","HS"
"1761",NA,"KEEPING HOUSE",54,"McCain",2,83407.9059564517,1,"A GREAT DEAL","HS"
"1762",7,"WORKING FULL TIME",63,NA,5,9009.53578951313,1,"HARDLY ANY","<HS"
"1763",NA,"WORKING FULL TIME",53,"McCain",7,23219.1667434926,1,"A GREAT DEAL","HS"
"1764",5,"KEEPING HOUSE",62,NA,1,10373.2425132413,1,"A GREAT DEAL","<HS"
"1765",1,"WORKING FULL TIME",61,NA,NA,37213.1892064699,NA,NA,"<HS"
"1766",6,"RETIRED",75,"McCain",2,31869.1596674872,3,"ONLY SOME","HS"
"1767",5,"WORKING PART TIME",65,"Obama",NA,NA,NA,NA,"HS"
"1768",8,"RETIRED",70,"McCain",NA,NA,NA,NA,"HS"
"1769",NA,"RETIRED",78,NA,4,6840.71243679834,2,"A GREAT DEAL","<HS"
"1770",6,"KEEPING HOUSE",35,"McCain",NA,119877.326999134,NA,NA,"HS"
"1771",NA,"RETIRED",70,"McCain",4,83373.5597221907,2,"A GREAT DEAL","Junior Coll"
"1772",5,"KEEPING HOUSE",32,NA,NA,54640.1238835354,NA,NA,"HS"
"1773",NA,"RETIRED",78,"McCain",2,NA,1,"A GREAT DEAL","HS"
"1774",5,"RETIRED",86,NA,NA,21462.5436175648,NA,NA,"HS"
"1775",7,"WORKING FULL TIME",59,NA,1,81155.1167075426,3,"A GREAT DEAL","HS"
"1776",6,"KEEPING HOUSE",27,"Obama",NA,NA,NA,NA,"HS"
"1777",7,"WORKING FULL TIME",60,NA,6,175267.177549622,1,"A GREAT DEAL","HS"
"1778",NA,"WORKING FULL TIME",23,"McCain",2,5289.31194396198,2,"A GREAT DEAL","HS"
"1779",4,"WORKING FULL TIME",61,"McCain",6,31663.7701551529,1,"ONLY SOME","HS"
"1780",7,"RETIRED",65,"Obama",NA,8207.77854629113,NA,NA,"HS"
"1781",NA,"WORKING FULL TIME",51,NA,5,83715.081092568,1,"ONLY SOME","HS"
"1782",5,"WORKING FULL TIME",38,NA,NA,74997.7972590133,NA,NA,"HS"
"1783",6,"WORKING FULL TIME",39,NA,NA,74998.8347955405,NA,NA,"Bachelor deg"
"1784",NA,"TEMP NOT WORKING",25,NA,1,10582.6144142479,1,"ONLY SOME","HS"
"1785",7,"WORKING FULL TIME",33,NA,NA,37315.7057659493,NA,NA,"HS"
"1786",6,"WORKING FULL TIME",30,"Obama",1,27784.1392759668,3,"A GREAT DEAL","Bachelor deg"
"1787",4,"WORKING PART TIME",30,NA,NA,74998.943096674,NA,NA,"HS"
"1788",6,"WORKING FULL TIME",36,"McCain",NA,38265.7569455981,NA,NA,"Bachelor deg"
"1789",6,"WORKING PART TIME",35,NA,NA,16369.4131176139,NA,NA,"HS"
"1790",6,"WORKING FULL TIME",23,NA,3,10991.9651355987,1,"ONLY SOME","HS"
"1791",6,"WORKING FULL TIME",27,"Obama",NA,82174.0017304645,NA,NA,"Bachelor deg"
"1792",1,"RETIRED",75,NA,6,27484.2705774701,4,"A GREAT DEAL","<HS"
"1793",NA,"WORKING FULL TIME",31,"McCain",1,28382.4138993981,3,"A GREAT DEAL","Bachelor deg"
"1794",5,"WORKING FULL TIME",41,"Obama",NA,26639.2137044801,NA,NA,"Bachelor deg"
"1795",NA,"RETIRED",71,"McCain",2,74996.6736780544,1,"A GREAT DEAL","HS"
"1796",7,"KEEPING HOUSE",80,"McCain",NA,NA,NA,NA,"<HS"
"1797",5,"WORKING FULL TIME",33,"Obama",1,32758.1623941453,2,"A GREAT DEAL","HS"
"1798",8,"WORKING FULL TIME",37,"Obama",NA,49999.9501991774,NA,NA,"HS"
"1799",8,"WORKING FULL TIME",44,NA,3,83745.403128353,4,"A GREAT DEAL","Graduate deg"
"1800",NA,"KEEPING HOUSE",33,"McCain",6,10969.7080765784,3,"A GREAT DEAL","Bachelor deg"
"1801",1,"KEEPING HOUSE",45,"Obama",5,49996.2641867248,NA,"A GREAT DEAL","HS"
"1802",NA,"UNEMPLOYED, LAID OFF",25,NA,1,74996.4635243176,4,"A GREAT DEAL","HS"
"1803",7,"WORKING FULL TIME",26,"Obama",NA,37718.2505367489,NA,NA,"Bachelor deg"
"1804",6,"WORKING FULL TIME",36,NA,5,49997.3957546196,1,"HARDLY ANY","HS"
"1805",NA,"RETIRED",86,"Obama",5,74999.8011007679,1,"A GREAT DEAL","<HS"
"1806",4,"WORKING FULL TIME",72,NA,6,27672.4156865208,4,"A GREAT DEAL","HS"
"1807",NA,"KEEPING HOUSE",36,"Obama",2,18497.8272148098,4,"A GREAT DEAL","Junior Coll"
"1808",3,"WORKING PART TIME",64,NA,6,9326.31574721128,1,"A GREAT DEAL","<HS"
"1809",NA,"KEEPING HOUSE",49,"Obama",5,74997.8632955534,2,"A GREAT DEAL","HS"
"1810",8,"RETIRED",87,"Obama",0,11190.3189374356,1,"A GREAT DEAL","HS"
"1811",NA,"KEEPING HOUSE",52,NA,2,NA,4,"A GREAT DEAL","<HS"
"1812",5,"UNEMPLOYED, LAID OFF",24,NA,5,3465.65760114596,3,"ONLY SOME","HS"
"1813",NA,"WORKING FULL TIME",61,"Obama",1,NA,4,"A GREAT DEAL","HS"
"1814",7,"KEEPING HOUSE",32,"Obama",NA,38874.4631514476,NA,NA,"HS"
"1815",8,"WORKING FULL TIME",42,"McCain",1,NA,1,"A GREAT DEAL","HS"
"1816",NA,"RETIRED",89,"Obama",4,11605.0467675575,1,"A GREAT DEAL","<HS"
"1817",NA,"WORKING PART TIME",59,NA,4,119286.516033128,1,"A GREAT DEAL","HS"
"1818",6,"WORKING PART TIME",73,"McCain",6,49996.7198645069,4,"A GREAT DEAL","<HS"
"1819",NA,"KEEPING HOUSE",70,"McCain",3,NA,4,"A GREAT DEAL","HS"
"1820",7,"WORKING FULL TIME",48,"McCain",NA,74998.175093288,NA,NA,"HS"
"1821",7,"KEEPING HOUSE",21,NA,3,14198.1842282191,1,"A GREAT DEAL","HS"
"1822",NA,"WORKING PART TIME",26,NA,5,23721.7865158989,2,"A GREAT DEAL","HS"
"1823",10,"WORKING PART TIME",74,"McCain",NA,19055.0672876535,NA,NA,"HS"
"1824",NA,NA,68,NA,3,10587.9245867977,1,"HARDLY ANY","HS"
"1825",6,"KEEPING HOUSE",69,"Obama",NA,31856.2885060748,NA,NA,"Bachelor deg"
"1826",NA,"WORKING FULL TIME",59,NA,0,27149.0335072472,4,"A GREAT DEAL","HS"
"1827",6,"WORKING FULL TIME",56,"Obama",NA,80694.7660898754,NA,NA,"HS"
"1828",NA,"WORKING FULL TIME",60,"Obama",0,82647.6544672366,3,"ONLY SOME","Graduate deg"
"1829",5,"WORKING PART TIME",54,NA,NA,49998.4185070766,NA,NA,"HS"
"1830",7,"WORKING FULL TIME",34,NA,3,16238.044824876,1,"ONLY SOME","HS"
"1831",6,"WORKING FULL TIME",35,NA,NA,55931.7905137225,NA,NA,"HS"
"1832",NA,"WORKING FULL TIME",61,"McCain",5,74999.6425122418,1,"ONLY SOME","Bachelor deg"
"1833",10,"WORKING PART TIME",79,"Obama",5,74999.63767474,3,"A GREAT DEAL","Graduate deg"
"1834",6,"KEEPING HOUSE",78,"Obama",NA,27037.8522506272,NA,NA,"HS"
"1835",NA,"SCHOOL",33,"McCain",1,74997.458096929,3,"A GREAT DEAL","HS"
"1836",NA,"WORKING FULL TIME",39,NA,3,16582.8487620005,3,"A GREAT DEAL","HS"
"1837",NA,"WORKING PART TIME",36,"Obama",1,12023.5310185444,2,"A GREAT DEAL","Junior Coll"
"1838",6,"SCHOOL",32,NA,NA,18019.7261260031,NA,NA,"HS"
"1839",6,"WORKING PART TIME",74,"Obama",1,37574.1265015671,1,"A GREAT DEAL","HS"
"1840",NA,"WORKING FULL TIME",61,"Obama",0,37669.1345769909,2,"A GREAT DEAL","HS"
"1841",6,"WORKING FULL TIME",29,"Obama",1,54202.3147032897,1,"HARDLY ANY","Bachelor deg"
"1842",4,"WORKING FULL TIME",32,"McCain",NA,119984.556924383,NA,NA,"Bachelor deg"
"1843",6,"UNEMPLOYED, LAID OFF",32,NA,1,23256.8949469894,4,"A GREAT DEAL","HS"
"1844",NA,"KEEPING HOUSE",29,"Obama",2,83076.3056251618,1,"HARDLY ANY","HS"
"1845",6,"WORKING FULL TIME",46,"Obama",NA,74993.5661295961,NA,NA,"Graduate deg"
"1846",6,"WORKING FULL TIME",28,"Obama",1,20610.7270860071,4,"A GREAT DEAL","HS"
"1847",NA,"WORKING FULL TIME",47,"McCain",4,81420.1512194713,2,"A GREAT DEAL","Bachelor deg"
"1848",NA,"WORKING FULL TIME",26,"Obama",3,33506.8594650546,2,"A GREAT DEAL","HS"
"1849",5,"RETIRED",79,"McCain",NA,33180.8551946164,NA,NA,"HS"
"1850",NA,"WORKING FULL TIME",39,"McCain",3,49999.4629907014,1,"A GREAT DEAL","Bachelor deg"
"1851",NA,"RETIRED",79,NA,4,28355.4593340523,3,"A GREAT DEAL","HS"
"1852",7,"WORKING PART TIME",57,"Obama",0,175158.791838009,3,"ONLY SOME","Junior Coll"
"1853",NA,NA,49,"McCain",0,7568.45793571192,3,"ONLY SOME","HS"
"1854",7,"KEEPING HOUSE",82,"McCain",NA,20946.1891286296,NA,NA,"Bachelor deg"
"1855",6,"WORKING FULL TIME",55,"McCain",5,NA,2,"A GREAT DEAL","HS"
"1856",NA,"WORKING PART TIME",51,"Obama",1,54443.8230477195,1,"HARDLY ANY","HS"
"1857",4,"RETIRED",73,"Obama",NA,22648.0175154891,NA,NA,"HS"
"1858",8,"WORKING PART TIME",78,"McCain",6,21154.0786608721,3,"A GREAT DEAL","Bachelor deg"
"1859",9,"RETIRED",60,"Obama",NA,NA,NA,NA,"Graduate deg"
"1860",6,"WORKING FULL TIME",62,"Obama",3,NA,4,"A GREAT DEAL","HS"
"1861",NA,"RETIRED",65,"Obama",2,NA,4,"A GREAT DEAL","Junior Coll"
"1862",5,"KEEPING HOUSE",44,NA,5,21552.4390813209,2,"ONLY SOME","HS"
"1863",6,"KEEPING HOUSE",20,NA,4,1815.43190455021,1,"A GREAT DEAL","<HS"
"1864",NA,"RETIRED",62,NA,1,27612.0100946574,3,"ONLY SOME","<HS"
"1865",4,"WORKING FULL TIME",55,"McCain",NA,21136.3639306694,NA,NA,"HS"
"1866",8,"RETIRED",71,"McCain",NA,54673.9864925578,NA,NA,"Graduate deg"
"1867",7,"RETIRED",71,"McCain",NA,NA,NA,NA,"HS"
"1868",6,"WORKING FULL TIME",33,"Obama",1,56186.4436802539,2,"A GREAT DEAL","Bachelor deg"
"1869",7,"KEEPING HOUSE",56,"Obama",NA,22544.4156593007,NA,NA,"<HS"
"1870",NA,"WORKING FULL TIME",44,"McCain",4,119358.803842735,2,"ONLY SOME","Junior Coll"
"1871",6,"UNEMPLOYED, LAID OFF",51,NA,1,20984.8615822831,2,"A GREAT DEAL","Junior Coll"
"1872",3,NA,64,NA,NA,13933.7292020837,NA,NA,"<HS"
"1873",5,"RETIRED",76,"Obama",NA,139699.473624431,1,"A GREAT DEAL","HS"
"1874",NA,"WORKING FULL TIME",54,NA,2,NA,1,"ONLY SOME","HS"
"1875",6,"WORKING FULL TIME",56,"McCain",2,140245.107506899,1,"HARDLY ANY","Junior Coll"
"1876",4,"RETIRED",89,"Obama",6,NA,3,"A GREAT DEAL","HS"
"1877",NA,"WORKING PART TIME",36,"McCain",3,NA,3,"A GREAT DEAL","HS"
"1878",4,"RETIRED",87,"McCain",NA,54754.5453889678,NA,NA,"Graduate deg"
"1879",NA,"WORKING FULL TIME",44,NA,4,19565.7198193063,4,"A GREAT DEAL","HS"
"1880",NA,"WORKING FULL TIME",26,"Obama",2,119431.837875582,1,"HARDLY ANY","HS"
"1881",6,"TEMP NOT WORKING",25,"McCain",3,49988.7955440694,3,"A GREAT DEAL","Bachelor deg"
"1882",NA,"WORKING FULL TIME",60,NA,3,23145.0991027948,NA,"ONLY SOME","<HS"
"1883",5,"TEMP NOT WORKING",47,"Obama",NA,NA,NA,NA,"HS"
"1884",NA,"KEEPING HOUSE",74,NA,4,9074.81180366073,NA,"ONLY SOME","<HS"
"1885",4,"WORKING FULL TIME",28,"Obama",NA,27745.5673211833,NA,NA,"Bachelor deg"
"1886",NA,"RETIRED",54,"Obama",6,11399.7922751406,3,"ONLY SOME","<HS"
"1887",8,"WORKING FULL TIME",66,"Obama",NA,NA,2,"ONLY SOME","Graduate deg"
"1888",NA,"RETIRED",66,"Obama",2,7166.05032720259,4,"ONLY SOME","<HS"
"1889",NA,"WORKING PART TIME",31,"McCain",5,2131.02527166488,4,"A GREAT DEAL","HS"
"1890",4,"WORKING PART TIME",44,NA,NA,28071.5316910499,NA,NA,"HS"
"1891",NA,"WORKING FULL TIME",45,"McCain",5,28605.5538470439,1,"ONLY SOME","HS"
"1892",NA,"KEEPING HOUSE",51,"Obama",5,16590.8239748544,4,"A GREAT DEAL","HS"
"1893",NA,NA,61,"Obama",1,21686.2735676921,2,"A GREAT DEAL","HS"
"1894",NA,"WORKING FULL TIME",23,"Obama",3,27037.3871241226,1,"ONLY SOME","HS"
"1895",7,"UNEMPLOYED, LAID OFF",33,"Obama",NA,24242.3195918897,NA,NA,"HS"
"1896",NA,"RETIRED",77,NA,4,NA,2,"A GREAT DEAL","<HS"
"1897",6,"WORKING FULL TIME",28,NA,NA,20836.9615120709,NA,NA,"Junior Coll"
"1898",6,"KEEPING HOUSE",55,"Obama",2,16054.3676784868,2,"HARDLY ANY","HS"
"1899",5,"WORKING FULL TIME",56,"Obama",NA,53365.7177102283,NA,NA,"HS"
"1900",NA,"WORKING FULL TIME",29,NA,2,23595.3025949164,2,"A GREAT DEAL","<HS"
"1901",6,"SCHOOL",19,NA,1,NA,2,"ONLY SOME","HS"
"1902",NA,"WORKING FULL TIME",61,"McCain",1,27504.1958133591,2,"HARDLY ANY","HS"
"1903",2,"WORKING PART TIME",31,NA,NA,3340.34622717834,NA,NA,"<HS"
"1904",NA,"WORKING FULL TIME",25,NA,5,10988.6580333153,2,"A GREAT DEAL","<HS"
"1905",6,"RETIRED",68,NA,NA,49995.5904041378,NA,NA,"HS"
"1906",4,"WORKING FULL TIME",62,"Obama",1,14163.8693031856,3,"ONLY SOME","HS"
"1907",4,"WORKING FULL TIME",56,"McCain",1,NA,1,"A GREAT DEAL","Bachelor deg"
"1908",NA,"UNEMPLOYED, LAID OFF",52,"Obama",2,3681.99353779719,2,"ONLY SOME","HS"
"1909",1,"WORKING FULL TIME",39,"Obama",NA,18728.5259383427,NA,NA,"HS"
"1910",0,NA,57,"Obama",4,21066.5038335396,3,"ONLY SOME","<HS"
"1911",4,"RETIRED",65,NA,NA,11596.7235019053,NA,NA,"HS"
"1912",7,"SCHOOL",24,NA,6,18817.0303506217,2,"ONLY SOME","HS"
"1913",NA,"WORKING FULL TIME",43,"Obama",4,7509.11491432548,2,"A GREAT DEAL","<HS"
"1914",9,"WORKING FULL TIME",23,"Obama",NA,NA,NA,NA,"HS"
"1915",4,"WORKING PART TIME",57,NA,4,27660.8262368279,3,"ONLY SOME","<HS"
"1916",NA,"KEEPING HOUSE",39,"Obama",2,2026.2824854753,4,"A GREAT DEAL","<HS"
"1917",1,"UNEMPLOYED, LAID OFF",21,NA,NA,4566.15423581838,NA,NA,"<HS"
"1918",2,"RETIRED",67,"McCain",NA,18865.256676783,NA,NA,"<HS"
"1919",6,"WORKING PART TIME",66,"McCain",NA,13397.9224198051,NA,NA,"HS"
"1920",4,"WORKING PART TIME",23,NA,2,NA,4,"A GREAT DEAL","HS"
"1921",NA,"WORKING FULL TIME",41,"Obama",4,32544.7926911127,3,"ONLY SOME","HS"
"1922",6,"WORKING FULL TIME",48,"McCain",NA,NA,NA,NA,"HS"
"1923",2,"WORKING FULL TIME",41,NA,3,NA,1,"ONLY SOME","Bachelor deg"
"1924",NA,"UNEMPLOYED, LAID OFF",61,"Obama",2,11314.429081335,1,"A GREAT DEAL","<HS"
"1925",6,"WORKING FULL TIME",56,NA,NA,21849.4534869303,NA,NA,"HS"
"1926",3,"KEEPING HOUSE",34,"Obama",1,14042.8000489752,3,"A GREAT DEAL","Junior Coll"
"1927",5,"WORKING FULL TIME",56,"McCain",NA,74995.5995293927,NA,NA,"HS"
"1928",8,"WORKING FULL TIME",47,"McCain",3,83245.0937226096,2,"A GREAT DEAL","HS"
"1929",5,"WORKING PART TIME",44,NA,2,23657.0061976942,3,"A GREAT DEAL","<HS"
"1930",NA,"UNEMPLOYED, LAID OFF",30,NA,0,20324.9716292831,1,"ONLY SOME","HS"
"1931",1,"RETIRED",73,"McCain",5,4623.93244863945,3,"A GREAT DEAL","<HS"
"1932",NA,"KEEPING HOUSE",81,NA,NA,NA,NA,NA,"<HS"
"1933",10,"RETIRED",70,"McCain",NA,74998.5453906439,NA,NA,"Graduate deg"
"1934",4,"WORKING FULL TIME",33,NA,5,74997.390244277,3,"A GREAT DEAL","HS"
"1935",NA,"WORKING PART TIME",21,NA,2,118950.65388507,3,"A GREAT DEAL","Junior Coll"
"1936",2,"WORKING FULL TIME",39,NA,NA,54236.3617351316,NA,NA,"HS"
"1937",9,"RETIRED",65,"Obama",2,32229.819076061,2,"A GREAT DEAL","Graduate deg"
"1938",NA,"WORKING FULL TIME",34,NA,2,NA,3,"A GREAT DEAL","Bachelor deg"
"1939",NA,"RETIRED",73,NA,3,31128.1934116142,1,"A GREAT DEAL","<HS"
"1940",6,"WORKING FULL TIME",32,NA,5,82815.810286923,3,"A GREAT DEAL","Junior Coll"
"1941",NA,"TEMP NOT WORKING",44,"Obama",1,12076.9040831961,1,"ONLY SOME","HS"
"1942",5,"RETIRED",66,"Obama",1,11108.2748326265,3,"A GREAT DEAL","HS"
"1943",NA,"KEEPING HOUSE",30,"Obama",2,1515.69164918392,3,"ONLY SOME","HS"
"1944",3,"WORKING FULL TIME",31,"McCain",NA,3565.27164962683,NA,NA,"HS"
"1945",8,"UNEMPLOYED, LAID OFF",21,NA,2,16718.77203076,4,"A GREAT DEAL","HS"
"1946",NA,"WORKING FULL TIME",50,"McCain",7,83172.4953726849,3,"A GREAT DEAL","HS"
"1947",4,"WORKING FULL TIME",49,NA,6,31889.4429244633,3,"A GREAT DEAL","HS"
"1948",NA,"WORKING FULL TIME",71,NA,5,21066.9629063613,3,"ONLY SOME","HS"
"1949",6,"UNEMPLOYED, LAID OFF",53,NA,4,NA,1,"A GREAT DEAL","HS"
"1950",NA,"WORKING FULL TIME",58,"Obama",1,80563.0295076709,4,"A GREAT DEAL","Bachelor deg"
"1951",7,"WORKING PART TIME",40,"Obama",0,18273.9970756978,1,"ONLY SOME","Bachelor deg"
"1952",8,"WORKING FULL TIME",45,"Obama",NA,74998.2311957873,NA,NA,"Bachelor deg"
"1953",6,"WORKING FULL TIME",62,"Obama",1,49998.8592907903,2,"HARDLY ANY","Junior Coll"
"1954",NA,"WORKING FULL TIME",28,NA,4,37715.801264365,4,"A GREAT DEAL","Junior Coll"
"1955",6,"RETIRED",74,"McCain",2,NA,2,"A GREAT DEAL","Junior Coll"
"1956",NA,"WORKING FULL TIME",60,"Obama",4,74999.3339415555,1,"A GREAT DEAL","HS"
"1957",6,"WORKING FULL TIME",42,"Obama",3,49998.2698231377,3,"A GREAT DEAL","Bachelor deg"
"1958",NA,"WORKING FULL TIME",36,"McCain",1,175307.090932126,1,"A GREAT DEAL","Graduate deg"
"1959",8,"WORKING FULL TIME",50,"Obama",NA,82124.6100675669,NA,NA,"Graduate deg"
"1960",NA,"RETIRED",63,"Obama",0,74999.8476235393,3,"ONLY SOME","Bachelor deg"
"1961",NA,"WORKING PART TIME",20,NA,1,175005.726297639,3,"ONLY SOME","HS"
"1962",7,"RETIRED",71,"McCain",5,37568.7782264648,1,"A GREAT DEAL","HS"
"1963",6,"WORKING PART TIME",50,NA,NA,8547.36652901888,NA,NA,"HS"
"1964",1,"WORKING FULL TIME",23,NA,NA,5694.64743170133,NA,NA,"HS"
"1965",8,"WORKING FULL TIME",65,"Obama",0,82064.6556960967,4,"A GREAT DEAL","Graduate deg"
"1966",NA,"RETIRED",60,NA,4,13321.0610399465,1,"HARDLY ANY","<HS"
"1967",6,"KEEPING HOUSE",69,"McCain",4,18239.0569169182,4,"A GREAT DEAL","<HS"
"1968",NA,"RETIRED",78,NA,4,NA,1,NA,"<HS"
"1969",2,"KEEPING HOUSE",25,NA,NA,785.954893078692,NA,NA,"<HS"
"1970",4,"WORKING FULL TIME",61,"McCain",6,18759.1677387791,3,"A GREAT DEAL","Bachelor deg"
"1971",NA,"UNEMPLOYED, LAID OFF",53,"Obama",6,590.748225866314,2,"ONLY SOME","HS"
"1972",6,"WORKING FULL TIME",48,"McCain",NA,NA,NA,NA,"HS"
"1973",5,"WORKING FULL TIME",37,NA,1,18773.3186472795,4,"A GREAT DEAL","HS"
"1974",NA,"KEEPING HOUSE",22,NA,0,385.19223489235,4,"A GREAT DEAL","HS"
